	0	1	2	3	4	5
colorado-drought	31.65797026867642	27.536695956601275	25.854348294045426	13.995562153295461	18.575531166352697	
colorado-floods	20.082327483453476	23.330884772810293	15.33910398853795	11.950137257628226	12.276899554307086	
colorado-guns	23.08696892087779	18.084956489554884	16.211066290775612	11.275112094445445	10.083189848060913	
colorado-mining	20.440128849975128	25.58804060334603	18.098134965834454	14.742047231013144	9.910912011821548	
colorblind-glasses	26.0559062438353	21.049349739667583	15.713072960532465	17.722175485091007	14.33561518133396	
columbus-shipwreck	29.63296642354028	21.105507775632347	23.45030839443105	15.521040774149562	10.963317332964742	10.165485756455721
combat-women	23.38900501154632	20.504653130511862	19.70376992558734	15.268264540722484	13.431701050328424	
comcast-merger	26.61284310319886	16.09546261617842	11.527808297883142	10.933885383153479	9.7496612351795	
comet-probe	23.587235775041695	11.859096460063977	17.341638660723287	16.835550342270242	12.079622371219514	
compsci-women	3.3756528915593815	3.9075400192124126	3.2152889783438265	4.730785146977225	3.431406244922725	
compton-talentagents	40.760578027188316	31.909006737241732	19.27359246083202	17.098458153545643	12.107103464604636	
computing-elemschool	10.80493874843089	9.810176410036549	5.047794845566676	4.000304663784482	8.806947558486796	
concussion-academicproblems	34.13249894502336	12.83115981781528	8.15720424958727	16.03250213721953	12.08552459757241	
concussion-kids	32.58201181174351	29.266559003819115	16.66033842394462	13.319955034774253	8.174223895081145	
concussion-reststudy	14.719876965392842	25.130967080590462	14.942552254932645	9.926924142529373	9.359815954948282	
concussion-study	22.453186876569035	16.852345676398976	14.47011337628497	11.488056870077875	8.896789553128896	
condor-cameras	25.300277293805745	30.75427125397604	24.712188034241464	14.465113452961484	12.605779220056782	
confederate-flag	26.261502812069658	36.26660723892964	24.891441390600228	17.790733946711782	15.732204266188882	
confederateflag-art	39.872368514785784	46.524896116083895	34.19587553613853	22.24862448321649	20.23435812468963	
congo-gorillas	24.66612028189828	28.807513587715622	24.71171870384059	15.020272856260165	13.24322765455235	
conservation-careers	27.699552893682995	20.539745234850205	19.065872055116014	15.081604348904435	12.394721787352793	
console-wars	27.689579296952665	22.02436216026204	19.78525605483038	15.302059385246755	9.521107543483993	
cook-comingout	25.0166796291849	15.866366280286046	18.124307023789793	23.153090388568646	12.588482535894583	
cooking-literacy	16.38059671594938	14.929860146580051	15.148135243153552	12.579304967449863	10.273842441580463	
cooking-nun	36.828187111434936	22.356465257261526	27.588703486593015	12.31485555212661	10.646326651226856	
coolkids-struggle	20.49327649853242	16.393129507576013	9.824334550622938	12.343538903980395	16.149124317054056	
copeland-ballet	22.0730042292383	26.15752331409618	21.86732773498994	20.12499760191483	12.972660514916338	
copeland-balletfame	4.464118794203397	14.821720322019312	9.61637761044777	11.918009295815569	8.537393724563234	
cordcutting-biz	20.941749708420303	23.297802471636956	21.867632845375645	15.477285763480937	17.132857541013156	
corn-history	22.06392311881099	23.769594113274785	17.50979721584819	8.055084067078864	6.25561900009455	
cornmaze-business	15.610978154425569	19.820955056802493	11.989515543951304	11.075265712913868	10.687446517464679	
corporal-punishment	26.4550838935817	25.38422294601374	20.727755263003893	17.155085897769045	7.780585611469731	
costudent-protests	18.42878407524533	18.68299184231119	25.492960738585644	22.423483894859196	9.436306398004877	
countrymusic-nyc	23.64594345941984	20.837357196905188	13.214942129568977	9.983670647626774	6.329295242070606	
countrymusic-women	36.682673010847644	15.600514727614739	15.755282100814759	13.791018301501115	10.454916999414555	
coupon-democracy	27.13635494166926	21.59168151397639	25.420211357676177	11.76669543066503	12.67392659090342	
court-genes	22.11781101429466	18.86722118244575	19.103767758018037	14.940871366264192	16.03053522601772	
courtroom-artist	30.98241242132919	22.24844740222257	25.149464684317003	18.48091983171784	11.896760873142867	
crabs-toxic	21.053766257688054	23.94570550557387	15.250849572420652	10.265163483230431	8.642481734099851	
cradle-fossils	22.138119831241195	18.55563931801197	23.879174054407848	16.725162117307324	13.735609432862287	
crete-discovery	14.366178598900694	17.19878195350394	18.88971202405223	18.272491112372375	15.895542845119294	
cricket-vatican	33.965408980236006	18.72411935522529	18.11231145082329	12.446403674708893	11.034643266132203	
crimea-annex	18.92332029998689	21.756489618174296	12.717561380947078	8.069721505735462	6.853845577916678	
cruz-presannounce	28.54379535494283	26.664041606069084	25.748575208523352	21.827716695975777	18.506855494541394	
cruz-teen	25.706141583173125	29.4256832580453	21.639209500259	15.583594858938461	13.881007480944428	
cuba-college	17.496870854335658	19.73724028069324	9.739867866083799	9.781341516650293	10.888472425759776	
cuba-entrepreneurs	23.702442767016173	22.946147089876916	18.563758565598356	10.494953384919768	9.386596172724339	
cuba-hershey	30.658087779781923	30.51953917087601	18.596449550383177	15.852765788037427	11.921749037869299	
cuba-terrorismlist	10.914947285471362	13.346388574566024	13.44218454743774	18.502462281983373	11.243836644408047	
cuba-us	23.778526365993866	17.497538390465806	18.20909724198074	12.804604725012423	9.844756153132439	
cuba-violins	14.243460708009575	12.844848409524664	11.728225084186647	9.225702972937674	10.71183109258	
cuban-crocodiles	14.195298825722212	23.267135283851843	19.71606047661448	11.918607187729203	11.407506225090764	
cuban-paper	26.447501678921448	21.690285596154588	15.942566262008752	12.95008883444233	12.253930701407894	
cubans-inventions	24.02808450051017	18.031631775283277	14.697735382256083	11.589155979731851	7.518315053504407	
curbing-cyberkids	19.525304066826465	18.899333360979174	16.347725379869424	16.073291737101137	12.711881985058431	
cuttlefish-camouflage	17.33662615803744	19.453350976661266	16.420294443190553	11.889054567386724	7.949028748855475	
cvs-cigarettes	18.441232299112244	15.37215839374362	11.149519470465574	8.28613752439874	8.190313091440995	
cyberbullying-poll	19.04007877213181	20.570544143196287	17.354455881757765	14.183041539964943	7.989640269131588	
dairy-campaign	15.707740832664879	15.285982274785361	7.659739029103688	8.045155389632225	8.762977118349607	
dairyfarm-abuse	15.456161246384916	15.689458538036037	11.325955721736582	4.789082529956804	5.98621991950305	
dakota-oilboom	32.76071251268418	22.36221537655891	21.96561464654324	17.669794702697995	17.58558036794631	
dali-vr	28.881200483459768	23.450759519303286	19.541345364895157	12.060366303582395	10.467675662370718	
dali-warhol	18.2360580784125	13.825322250135912	17.221070078038036	14.184759271334178	12.451184292780596	
dance-exercise	35.197877304423265	20.429608400358905	20.055074712768157	14.313127964417188	14.148278041691988	
dare-dictionary	32.853655906189594	40.30771951406222	42.308387866520526	15.586993374730818	13.528297442662458	
dark-matter	13.710210229445204	16.314141952441435	11.518119278220935	11.901234512061869	13.447068158086251	
deaf-bizowners	41.76409714713915	32.627701815003014	30.7533703307169	20.333248366665984	12.910758043753031	
deathvalley-rocks	26.436723928224723	30.44896567594494	27.288084395432595	19.819144251879642	18.746403567514424	
declining-fitness	32.20551044539489	34.6951155352143	15.482381165409567	16.625851113259394	19.375326917726646	
defining-refugees	9.473941880080577	15.817524482424155	10.855294969070458	9.177939583409053	8.830151650960792	
deflate-gate	33.4743070669235	16.325047245944546	11.001154343743995	12.267121257852637	8.59327944234012	
deflategate-appeal	20.57127866087372	20.642608764474794	12.884791273712038	13.256930758176386	11.20132697200498	
democrats-minwage	14.405558374959842	8.566455452236866	5.268369332461759	10.296326650373995	14.958098948570521	
dental-dna	15.56302156717945	20.21911983282731	16.214873024328384	11.034511158675581	10.812188638609921	
deported-bedtimestories	20.455016230561068	15.57005377234249	14.606120458341167	10.789358418653531	7.178799592699699	
deported-migrants	18.015333580898435	14.56866328831564	16.55250378303989	12.636725011514445	11.96520569574924	
deportee-videogame	22.857861679812377	23.068288223085943	14.565500329960315	10.96867684148128	10.55250857859427	
derby-dolls	31.292274351251496	20.9611050870357	13.298943217707135	15.631240615713637	7.576409914819606	
desalination-drought	20.41178462166738	21.493696517090257	13.029415893892914	9.2796933993662	9.892007244637817	
detroit-teachersickout	29.908508462834753	31.435808197567386	16.594506666655697	17.400491684786882	13.341887073112545	
diamond-heist	16.83322067922241	16.258637704729654	15.204156043223708	14.729290412368707		
diapers-demand	11.591146087585955	10.809329118615532	11.566713844371321	10.423495111910624	7.752753842230689	
diet-soda	24.194678522835588	17.35367800176597	13.645823761719893	10.332634125099545	8.33516173111646	
dietary-guidelines	15.862135130924791	17.250486801807533	15.929066077449516	17.75053576803985	10.981687671627128	
digital-encyclopedia	33.30832836338341	22.289470083142664	11.19939202144555	11.558087535650094	13.147360774836944	
digital-giving	16.48513778996269	19.36017574444859	15.36358400288961	15.949541774402999	12.739909885785515	
digital-librarycongress	19.3658084337069	14.65450548433978	13.312152878826717	7.36324318134061	5.8441692106261645	
digital-pianos	20.707042166884825	15.6445187564357	15.568071242492904	13.928309775291824	11.858507315653986	
digital-resistance	22.961942000586976	23.975086427474114	19.581131966212702	16.832664225200045	11.894095680368766	
digitalcontent-teenhabits	21.198243953577276	15.103010757643656	14.51940676118216	12.842188526456495	17.679807661475063	
dino-hunter	25.00318738693123	23.64914954630403	21.08179209863988	18.601465412802927	9.234032749865074	
dinosaur-colors	17.563758958754157	17.293245398312987	16.275681611690654	11.677341599980007	9.829158787742156	
dinosaur-discovery	29.051590285746645	12.486158621684579	10.764523767453092	9.309151404297618	8.327183271474398	
dinosaur-find	25.172540983417374	16.067886706422687	14.271051961848263	10.807841945619048	8.38153836514657	
dinosaur-teeth	18.80631966205056	21.14326064712189	15.762765085185736	12.044916294425445	9.17622139314283	7.560972739502271
diplomat-spy	18.124851361904348	20.77138629759399	16.557729759616592	17.657237212860256	14.033451491115981	
disney-airspace	23.84213058202721	15.841987656425534	13.344395042835794	12.903971150426397	13.222059014624016	
disney-costumes	19.241552876165883	19.787024644407488	18.970541018438354	13.215895684366153	11.73572511551583	
disney-frozen	34.20979550431356	34.791821593511216	29.062491702812302	21.67961818641148	17.905890240153223	
disney-lines	22.457341798046954	23.094194485495848	21.586018951300108	16.84624410470894	15.484023870761842	10.748727111753972
disney-pricehikes	35.92594932339296	33.676653399731265	23.223007011817742	22.534306034175565	16.836522274887727	11.446570069606343
disney-shanghai	23.85351531777738	22.936699205320974	22.992272683047258	10.93921566445085	5.877007571270062	
distant-battle	24.672222500526715	26.79930987384814	19.30223941027197	18.42712861819795	14.10188808471742	
distracted-biking	25.584146701134028	19.305790743476265	14.272039908735922	12.236292111735903	5.418108086479268	
distracted-walkers	27.623283268003725	34.916387199512876	27.942002074701207	22.63489750887892	18.956414208851477	
diverse-barbie	24.491636428962135	25.257605842508923	20.102343954543127	10.505735048337433	7.192466654565438	
diverse-congress	21.279567214399425	15.482886395706776	13.152625889140689	11.771646985735188	12.885082255370124	
diving-dancers	24.38753295258058	21.81470320482536	18.673989814390257	13.746090436430562	8.293931846632821	
doctor-dangerousneighborhood	1.6542653127735472	25.730734339509766	17.69886201637454	11.186084807970484	9.953501537543715	
doctor-shortage	14.647048700298582	13.054948763503047	12.134580104623353	19.92348951648465	11.119929395755669	
dog-cognition	28.099687314326797	25.12388311988501	22.07687085299787	17.785882336652712	15.589956610233596	
dog-drinking	21.061126036141093	19.815998730957865	18.464943860064025	13.460676491822925	16.84512517058539	
dog-gaze	17.146419628247262	15.597701414377251	13.171312722115964	13.902129004879871	12.03659791916821	
dog-soldiers	22.698229393495698	25.032327325152675	18.591845717318936	16.921243929628446	12.596551659408119	10.227601584765006
dogs-criminaljustice	18.78264812019428	20.7418777223397	16.269035237996135	13.957038402192936	10.721134203979794	
dogs-elephantherding	33.660459555953466	38.49264646149128	18.780433534112795	12.793446860442174	8.404750791277472	
dogs-lives	21.399028571043097	22.874349148405052	18.498582316023736	17.114616246646662	12.862384147979263	
dogs-pets	21.536047849956482	15.443327053739937	12.06097768455263	13.557645606101662	12.394992282325923	
dolphins-solomonislands	17.34974588097481	14.650350967346736	13.955810376657588	12.59492279323234	10.559366141835591	
dominicanrepublic-baseball	23.780310246847115	19.235142753174603	12.130818299446462	8.680059751503533	7.901582406880941	
donation-homeless	21.545526752929906	21.328945908302078	15.159347456678175	12.751719915535105	14.903045088280969	
doodler-nebraskalawmaker	21.724143718672128	20.674511811929673	20.18747626121041	18.991384673573155	14.42150850111284	
doomsday-clock	33.6864325243752	27.924316874111003	20.747662680464686	15.421321829147802	14.48179603714233	
dreamers-mexico	18.17686061484721	15.592632673927051	13.732325090794863	9.90737891902966	6.783827835908658	
dress-color	20.562170954210075	31.561923461823778	29.680324568335212	21.93578627556032	16.30772020560882	
driverless-car	29.243787787272357	33.51636899855927	27.033532446490394	13.944473606590018	13.113499359826262	
drone-farms	27.944332040409453	18.897786362621147	16.876719332938237	11.83111497788234	9.4451201859622	
drone-popularity	31.636628929020354	28.958109182516036	26.255885042868396	16.349304301497614	15.142468535374627	
drone-show	30.06696276470869	13.245955136784767	11.802719711386155	10.832564557763929	10.16555676639242	
drones-agriculture	30.86533632582826	35.24151971790448	22.8636001179602	14.499143976220083	10.19547462848159	
drones-commercial	24.90280878127742	18.253733330298743	18.502614142435075	13.539141260432316	10.011914781732957	
drones-privacy	29.320968557701	30.642931172493004	17.978117908770255	12.186790811470482	9.669721223497973	
drones-wildfires	39.94664640848038	29.441825326900624	23.444978416932447	15.388187396046701	10.432757973696509	
drought-bearinvasion	31.240259507664568	29.37101309225925	30.639114897842642	22.910612341087976	14.479764007702924	
drought-inequality	20.185419402903673	21.834672556904568	15.66118339258943	18.31844110486214	16.094580180644616	
drought-jobs	20.17515380923499	21.787269510190182	11.329558977231109	17.981774438776327	13.470368445171195	
drought-lawns	30.997541816790648	24.603280188326256	19.480410203528205	18.29573065058161	17.379899812612678	
drought-losangeles	26.51874546057011	33.01027697597819	17.079556527794676	12.15407675489725	12.564343877856743	
drought-shame	27.03712694331061	27.0585289405785	21.71499135067339	17.924995761544704	12.734388064341505	
dumpling-index	26.98331884107691	17.0131531008737	14.034748636798547	8.821115202411962	6.818256412158495	
duncan-death	17.21877567997403	17.12994935446116	15.724365692693134	13.076047400035627	12.19571667563749	
durant-mvp	32.04616637747664	42.148307939037416	24.436270453627163	16.12923584614452	12.72878108698467	
dye-library	11.947141639465352	12.1468449806282	9.580311558454019	9.878153659364461	10.264476617906233	
dying-stars	20.88607241632364	16.667491033425467	14.916775926648862	12.974208786017195	8.571449483981388	
earhart-clues	27.799831549549587	21.424491436814183	18.6689803913624	16.470207652816455	15.423671266620518	
earth-earliestlife	23.049820087637443	25.141967317574053	21.961230164922192	16.707912686605013	10.871416912158303	
earthlike-planet	20.129829306913777	18.39679069916062	15.645128400142857	15.396972207985579	14.39620925482468	
earthquake-engineer	27.570793169816138	21.825001662000094	13.06964356347189	12.530698844464798	10.115551899006334	
eastasia-dogs	15.877311455751263	15.452641099878049	17.19276524890006	12.17900902086464	16.65205133671395	
eatlessmeat-procon	19.025793584576448	16.440139592930734	13.03670786344115	11.170096328648256	11.50660509615927	
ebola-airlines	20.553383113386637	18.622229019300963	15.87885563135222	8.439622494996003	9.6387041895922	
ebola-curfew	21.75358422943334	21.913593938039444	20.027288146444516	18.200657769613404	11.874848033897429	
ebola-doctor	23.939562896528418	21.56041037255508	18.634215340395706	15.205074612473126	13.296486895631114	
ebola-health	40.401522254057696	27.639294039918862	23.824320813870177	18.739568035747148	14.216295186844512	
ebola-math	25.16886883022115	19.893058432006363	20.45559626444928	19.616210223072244	15.957161183224397	
ebola-mutation	25.452626443244434	18.522385103699257	15.979913765776468	14.82705145013884	12.40826426019698	
ebola-newyork	39.415019097263155	26.905875393304708	18.982122897491163	15.87717966079656	12.60837415932673	
ebola-nurse	25.813253325739424	20.013752560420386	18.24215122047915	15.099773639603905	11.8103537816564	
ebola-patient	19.973490672070874	19.51750303434114	17.718255970686485	11.181920331331163	12.028116916714081	
ebola-response	34.61281315662904	26.18242336941942	19.296058909984932	17.40790443714497	15.322676799036447	
ebola-schools	49.32550576844706	40.43621178485887	25.886077509584876	17.47403334048811	18.385898265885547	
ebola-soccer	33.22160815894969	26.497182689463987	24.33897187851636	22.484300298346863	20.11565332821204	
ebolaresponse-procon	11.346736941570187	34.60478386380201	19.846770648121	20.8758442037274	18.56582806716417	
ebolatroops-procon	16.230369815956315	24.179761774532732	18.19945555962578	16.862302477932595	13.098289361082212	
eco-car	16.30494391801021	17.094647298897083	16.427548083742998	16.400586809461892	14.680059686887832	
ecuador-happiness	32.907251404613	31.232219971766217	16.246215363306888	12.4230598076525	5.8231589932090735	
ecuador-radiodrama	29.713131035739664	28.955539417925063	26.773754880359693	21.595768625476946	17.67247778315602	
edu-attendance	84.16862878039296	36.617329193556294	30.91998941069011	16.462150578237207	12.566231769731953	
education-bill	64.7708428139484	48.166111999821624	28.84221311574264	20.69161167544621	14.074610429473358	
education-theft	33.54002952845545	34.68574862369215	23.09837838204218	18.512217341059195	19.770125104622394	
egg-fight	34.47961439955435	33.98191141189923	25.676213022728216	19.73305398798045	12.957271617180824	
eggprices-rising	29.064518603784744	27.506892851265366	24.72080840219119	16.74455503491689	11.833801186342017	
eggs-organic	17.400514151384638	20.131289230971067	15.380866016626252	14.142794832684256	11.275907675474125	
egypt-antiquities	20.54122545447128	14.00616001337418	11.923252704994647	8.139468837620313	6.868120783358425	
egypt-clashes	26.45456205565306	14.92883606457658	11.565691976049537	14.256966309934194	9.903845261530071	
egypt-military	17.326667384080558	24.562838841785226	13.69132670773735	12.404979598062267	13.046741801254255	
egypt-unrest	19.639047866700498	17.541235391236857	18.191227240367557	13.971049049546492	13.883835343133695	
einsteins-brain	15.544185330812539	9.991295766581048	12.77028679766013	10.983676038199924	9.786348558015375	
election-minwage	30.027169338369	22.597073756254705	11.491198996739444	9.610816730186388	12.220112376144902	
electric-eels	29.056191796217732	21.694129621807882	14.861258661994226	10.588730666393328	8.631028075629548	
electriccars-procon	16.32692165312064	11.444095706574217	13.031527968460678	16.172554124726926	19.740555793665774	
elephant-cancer	13.988615768156446	13.48991205625827	10.852058774019376	8.620691630834365	6.4611294923048606	
elephants-pittsburgh	13.280036407572025	13.846952235562489	16.913819582356258	9.354104419351076	8.52374122357914	
elfaro-shipwreck	43.24144167539855	32.502321538271055	21.36804335671583	17.679055333161372	12.478839888977006	
elnino-global	27.88537425190368	24.459925460881507	15.733617686317519	15.242398274908359	11.666316797511854	
elnino-snakes	15.65270634852181	13.78178962059802	14.522852090631753	12.046758574406665	9.288271894861696	
elsalvador-gold	36.03210326198963	28.723214321045972	23.254421666152638	13.428199350749557	15.019194255547765	
embassies-NSA	30.14395606400915	22.816385573531736	28.739153257100014	21.156161317831817	17.315239084571584	
emergencyresponse-robots	30.99335951462094	29.75833935787571	20.560698495784887	11.235524018504664	12.370552339023245	
emmetttill-anniversary	27.495665950375113	26.071152638448762	25.150783159646902	20.222341854951758	14.115859408609095	
endangered-postman	34.79091631177616	34.58677824690783	31.4628055908879	21.3800864201436	17.998302552691435	
energy-eagles	9.4511532802153	8.887505463644281	7.339542656412297	6.382362642188702	6.311199767131666	
energydrinks-congress	20.173825862971704	15.98111908693911	13.28875845764739	11.858710834105043	9.787223433620678	
england-yeti	21.723107553209605	21.53755599978111	11.103249542747577	8.90447831560523	10.720693453872359	
english-laws	19.458677114048633	31.696437055653348	13.400814884928408	17.370806739425213	13.35540462682185	
english-spelling	24.022179464805692	35.04408911523928	32.21525982389989	21.825327981060372	15.642042923964427	
englishlanguage-lying	19.231890424764188	17.25959679367375	12.744056230828798	17.179449851658724	16.16623488427029	
environment-tegulizard	19.351603617497883	24.009769777063426	16.415687431591028	16.0322566832696	13.859195731611052	10.084800935059116
esports-popular	24.64040140874076	27.513519894390893	24.973814609126528	23.66330202374118	14.066302642062173	
europe-ac	14.362828231994955	18.283850398768877	11.38059898455435	8.640783007628027	4.350556913484529	
europe-biking	26.539525523738796	26.766358746262444	22.37112157739764	12.358281933693878	9.346841696926349	
europemigrant-minors	27.08730637088456	26.884135876829884	20.84530141793061	17.014262023949897	9.83457721153222	
everest-litterbugs	18.121883754536974	20.882072502542655	15.527554397140472	11.684916869436446	11.35411012798375	
everest-sherpas	19.464696828335388	15.601690048271921	12.248135586881856	11.844366614843112	15.065674430343828	
evolution-animalsbigger	16.092582816628486	25.002463764573008	14.575554499419878	10.479977691511293	7.907352567138935	
exercise-brainbenefits	9.263180969421565	7.107002104681236	10.326860258609972	8.16966640386338	7.477956822054311	
exotic-pets	18.032270457305184	20.11051378430484	16.5727083270677	10.278383296594106	7.606199260984002	
exoticpets-laws	23.111367593899686	18.255406457135894	15.31446428577842	17.753234141476838	14.302544692810466	
exporting-chihuahuas	21.214941506998873	28.973702522930896	23.535713283550482	11.64242735848275	11.720704614143298	
exxonvaldez-anniversary	31.225998015989667	31.439948067130914	24.42562134356651	19.502744427606892	15.634428657765813	
f22-fighter	23.433918741364018	20.593597615318195	18.198332980306954	15.214133991727197	15.207617908963034	
facebook-SAD	40.87750597662825	28.076079112079068	19.957137878269673	18.35296966761203	13.075468549052685	
factory-collapse	18.6450496023251	15.183339391764752	13.126701115472605	12.212160768326566		
fake-leonardo	37.00282749795811	15.440889454799143	13.35386987361374	14.32953188371702	10.916162376100168	
falcon-farms	40.06613689669069	28.428779326967767	24.52335944575221	19.168368371876905	16.91323363448167	
family-band	27.060839741877654	25.803879749050406	20.70499281695649	16.72753941104118	10.434520727614599	
family-camping	22.529546448948356	19.72403973185459	17.575459041132095	14.460504589583502	9.382060450184632	
family-detention	21.63837095311733	25.371918612919096	17.182994866887874	12.511455527181278	12.116065646266978	
fantasysports-legality	26.46818015480664	18.793514666988468	11.512956628856656	8.569730299677559	8.988630228998243	
farm-climatechange	19.057899689504357	21.483571963990503	20.796243597359176	14.235576480619308	6.054617475162318	
farm-photographer	30.64385387124447	21.790263608001066	14.115206317307873	19.999304090880106	16.055992229730027	
farmers-immigration	16.58102217653083	20.255375889176438	18.15744975225321	21.036960861424692	16.069150826847498	
farming-drones	17.157807278664375	18.774890657279613	17.02506388760923	13.177133371513671	13.47651511735935	
farms-data	21.417350806462448	10.211503875054447	12.69582291868377	19.10797783294378	18.915610754382534	
farmworkers-mexico	18.354162193869584	20.953517810693047	25.843901419458543	19.011426001349346	12.96183381055198	
faster-baseball	24.547078962335476	14.568200753378624	12.84967751508856	11.76873079990533	9.503823696554745	
fatherdaughter-dance	46.64578275841501	36.907154587711254	30.634112034830075	19.002428378027638	10.792341948082889	
favela-olympics	16.682281189338468	11.77128580275951	11.127004874101667	11.226965522941589	13.65310372617074	
fbi-drones	25.071465730370896	21.13373246068322	16.621690418059178	11.554523154864157	16.588910878034277	
fda-transfats	12.369470497124796	8.061289834415135	6.795383649880779	6.838418156255979	5.08800881530077	
fed-dollars	29.76649056528219	16.351411170922148	12.691833926795546	13.790944572823559	13.287389418336343	
femaleengineer-cars	16.523549746829477	15.449360488650266	17.180203932106142	12.822556932973601	10.815029833150248	
feral-cats	18.331802897876162	11.774622445638782	10.699443148449292	8.97291857072645	14.24294483294472	
ferguson-agency	29.3571314459641	24.813199632814396	21.55201629938225	20.24389208919112	18.36602383253769	
ferguson-ban	26.418558882766657	27.300620315198675	18.967998843053667	23.037435403074266	17.988004256755247	
ferguson-citycouncil	23.323348711736866	23.29497894546677	21.98505679270813	18.03940711920737	15.891654206224688	
ferguson-curfew	30.102349405042283	23.423649494186478	25.655345478799056	22.158955024412826	11.062643334509893	
ferguson-grandjury	8.062156409548829	9.900863013841736	9.731802342295767	12.083509388266062	9.955159769634438	
ferguson-museum	16.92816729854872	17.269373533691596	24.994753449819882	20.99201575814629	18.922199126299788	
ferguson-natlguard	31.029175934804883	21.883005541269448	18.869657234853285	9.758056997910765	13.314945620640682	
ferguson-oneyear	31.21647995561856	40.20049494909967	30.184455418142537	25.110874428660182	12.19091701966446	
ferguson-pompomteam	30.699131831174604	34.409866392582096	15.006742135797364	10.815310558508301	11.966711201296134	
ferguson-report	20.33825560762067	15.8878567875816	10.944891825260163	14.673345700502209	14.217489910063078	
ferguson-shooting	10.466954271478006	10.445670491431807	10.714876106126281	15.260204105032996	12.172130689460229	
ferguson-thanksgiving	20.65683710873265	22.686450918582125	17.038433405828886	21.447913670758116	16.570564728992228	
ferguson-warning	12.819616425471095	10.939763478233862	14.132406038643255	15.296789498012549	11.496233043638211	
fern-crisis	20.529563952873573	17.688354007965664	15.959409387725923	12.063338129447786	7.913608391339592	
fifa-sponsors	28.373217708622317	16.857028586000567	29.404484588091307	22.08112290623409	17.449230014784042	
filipino-expats	14.521403101026708	12.832053728953875	11.113773802562305	8.178199636829243	10.074618213637104	
filmtax-creditcut	20.13220185997916	14.919215827075321	14.855560907386453	10.724136057079122	9.652466140447418	
fiorinacarson-presannounce	17.871379077881226	19.34072639605631	23.449290339440218	14.63445765022814	11.30818929203311	
firstgen-collegestudents	36.429832728227154	31.96742664779785	19.69474102327218	14.300320836601768	9.373572556875793	
firstladies-libraries	14.70210087924611	13.886278781631457	15.319036605991478	13.826473663222083	9.629048909867594	
firstlady-education	22.128070314400713	23.461801583475	20.61575959164712	15.346350503065736	11.858473909498205	
fish-bones	15.570345230320301	19.014164586317097	14.691433228807966	11.62958325193523	10.303826832315224	
fish-glasseye	28.36956700561125	19.760131369613372	16.210438866789506	11.898184096787725	12.94637807565693	
fish-waste	23.287098325641693	24.604315188625527	15.057781758006152	12.139650434051548	8.310873096827677	
fisherman-found	35.83517215078007	32.86339578061405	29.510833525184278	23.56906156822365	20.7449702453133	
fit-christie	24.207165318346057	26.22995219875831	20.348676765371614	13.958922041321031	14.734796624669125	
fivesecond-rule	17.530040957296798	15.540392510945445	10.304098519968584	9.876971845914609	9.552506573654982	7.625966860783868
flightattendant-fatigue	28.92089207549981	23.996860702114027	17.977364359340243	16.535154423618692	15.891757072339269	
flights-diverted	28.282286156669173	33.080216921068754	22.840116730200545	20.57727928735434	12.33606803348025	
flint-residents	71.29414703035638	38.11045613612511	23.900267126945323	18.453766172436552	15.027897717694687	
flood-gauges	31.270627268786832	26.435678833195578	19.39036167379281	11.570121192412167		
florida-boycott	35.021714680599175	29.500644378301672	25.24190273344267	22.486460802969017	20.067877300344666	
florida-coral	21.66759351037598	15.469503760232364	14.611641122866963	13.532900782962455	12.680304655169564	
florida-honeybees	31.371750895504263	21.345432048599687	16.37253232921543	14.180970733552149	12.344570795852958	12.055214900676487
food-danger	12.21243815064596	20.758641613660398	19.505911470624138	17.38721766163986	16.633014718342004	9.945019903501
food-dna	22.433508992433488	18.17765509963256	16.53731650843188	14.808490603788503	12.297268671891151	
food-shutdown	14.696623944562207	18.551736105917318	15.913678687455215	14.123796588056774	11.864103444981978	
food-snobs	19.734850876395054	21.481575955223768	19.61007213556571	14.058899270353693	12.985748212390577	
food-taste	6.500420269004329	5.808433391951358	8.351025396728703	7.8753306241982015	7.4820983828729375	
food-waste	22.18791185785387	16.100587755868492	12.840388245784396	11.671089355463593	13.085384049385366	13.013403602365827
foodborne-outbreaks	22.060307419246445	22.394623769013386	17.534030909212344	17.726894491427863	15.94740538280851	
foodlabel-procon	22.483441669082286	21.282095918054097	21.792276257614684	16.963055366328692	17.277214048775964	
foodstamps-doctors	29.066186205477045	14.809373818325286	20.516348134501804	12.466847741206731	10.320910730878852	
foodwaste-tech	16.263375047588877	19.49310523010883	16.666854168402015	16.11032005552349	10.06836473641245	
football-bullying	29.237269103722422	26.220481412557188	14.157221506003614	11.667484876423915	9.124604005121586	
football-helmets	22.532812255007368	16.914685857873515	17.61781114698876	11.122832464672047	11.020888874710177	
football-kidney	20.802058937881526	20.2656499573501	21.816915968490804	20.555632427622722	14.028106747415903	
football-virtualreality	19.80602206128369	21.81967005772243	7.721930774439946	5.966086946001596	7.616846186639526	
footballplayer-artist	46.63179316804656	19.78413116091569	17.90085073859608	9.73261016887319	7.467111764495478	
foreignstudents-book	28.210102079375396	17.114039871163744	16.47894875175383	12.063423913891514	10.466455984547668	
foster-college	24.685330723740435	25.18325892492075	16.24410311491911	20.470032616722445	16.21312246075816	
fosterkids-mentors	18.366740671577833	23.650937849065638	22.20826042340788	19.397665970906793	14.667334684578082	
